200000,1471,1
400000,1271,2
600000,1113,3
800000,1081,4
1000000,1287,6
1200000,1418,7
1400000,1066,8
1600000,1153,9
1800000,1237,11
2000000,1111,12
2200000,1159,13
2400000,1290,14
2600000,1140,15
2800000,1165,16
3000000,1222,18
3200000,1242,19
3400000,1515,20
3600000,982,21
3800000,1179,23
4000000,1181,24
4200000,1171,25
4400000,1227,26
4600000,1171,27
4800000,1203,29
5000000,1319,30
5200000,1330,31
5400000,1255,32
5600000,1842,34
5800000,1148,35
6000000,1239,37
6200000,1378,38
6400000,1091,39
6600000,1162,40
6800000,1287,42
7000000,1366,43
7200000,1254,44
7400000,1329,46
7600000,1387,47
7800000,1668,49
8000000,1269,50
8200000,1692,52
8400000,1399,53
8600000,1269,54
8800000,1356,56
9000000,1369,57
9200000,1354,58
9400000,1536,60
9600000,1380,61
9800000,1515,63
10000000,1619,64
10200000,1417,66
10400000,1397,67
10600000,1411,69
10800000,1238,70
11000000,1686,72
11200000,1640,73
11400000,1327,74
11600000,1362,76
11800000,1410,77
12000000,1420,79
12200000,1818,80
12400000,1205,82
12600000,1250,83
12800000,1372,84
13000000,1264,86
13200000,1219,87
13400000,1292,88
13600000,1262,89
13800000,1299,91
14000000,1320,92
14200000,1214,93
14400000,1476,95
14600000,1120,96
14800000,1367,97
15000000,1278,98
15200000,1245,100
15400000,1161,101
15600000,1249,102
15800000,1280,103
16000000,1378,105
16200000,1254,106
16400000,1319,107
16600000,1443,109
16800000,1223,110
17000000,1224,111
17200000,1204,112
17400000,1149,114
17600000,1369,115
17800000,1277,116
18000000,1424,118
18200000,1258,119
18400000,1286,120
18600000,1184,121
18800000,1356,123
19000000,1228,124
19200000,1263,125
19400000,1304,127
19600000,1227,128
19800000,1208,129
20000000,1143,130
20200000,1295,131
20400000,1257,133
20600000,1259,134
20800000,1293,135
21000000,1330,137
21200000,1303,138
21400000,1092,139
21600000,1260,140
21800000,1175,141
22000000,1211,143
22200000,1186,144
22400000,1209,145
22600000,1248,146
22800000,1305,148
23000000,1226,149
23200000,1260,150
23400000,1193,151
23600000,1083,152
23800000,1118,153
24000000,1216,155
24200000,1187,156
24400000,1290,157
24600000,1260,158
24800000,1373,160
25000000,1301,161
25200000,1432,162
25400000,1496,164
25600000,1223,165
25800000,1298,166
26000000,1340,168
26200000,1213,169
26400000,1347,170
26600000,1234,172
26800000,1193,173
27000000,1233,174
27200000,1107,175
27400000,1117,176
27600000,1807,178
27800000,1278,179
28000000,1180,181
28200000,1246,182
28400000,1260,183
28600000,1224,184
28800000,1370,186
29000000,1240,187
29200000,1198,188
29400000,1360,189
29600000,1311,191
29800000,1336,192
30000000,1350,193
30200000,1271,195
30400000,1097,196
30600000,1366,197
30800000,1181,198
31000000,1217,200
31200000,1368,201
31400000,1147,202
31600000,1134,203
31800000,1335,205
32000000,1381,206
32200000,1370,207
32400000,1158,208
32600000,1324,210
32800000,1291,211
33000000,1254,212
33200000,1295,214
33400000,1386,215
33600000,1200,216
33800000,1177,217
34000000,1544,219
34200000,1451,220
34400000,1236,222
34600000,1269,223
34800000,1433,224
35000000,1235,226
35200000,1256,227
35400000,1229,228
35600000,1179,229
35800000,1373,231
36000000,1173,232
36200000,1790,234
36400000,1139,235
36600000,1272,236
36800000,1262,237
37000000,1205,238
37200000,1192,240
37400000,1265,241
37600000,1605,242
37800000,1204,244
38000000,1261,245
38200000,1303,246
38400000,1112,247
38600000,1320,249
38800000,1263,250
39000000,1210,251
39200000,1138,252
39400000,1203,253
39600000,1160,255
39800000,1252,256
40000000,1292,257
40200000,1291,258
40400000,1412,260
40600000,1216,261
40800000,1159,262
41000000,1217,263
41200000,1205,265
41400000,1093,266
41600000,1228,267
41800000,1141,268
42000000,1237,269
42200000,1300,271
42400000,1311,272
42600000,1257,273
42800000,1419,275
43000000,1285,276
43200000,1047,277
43400000,1390,278
43600000,1258,280
43800000,1357,281
44000000,1256,282
44200000,1470,284
44400000,1215,285
44600000,1187,286
44800000,1283,287
45000000,1458,289
45200000,1319,290
45400000,1291,291
45600000,1413,293
45800000,1218,294
46000000,1268,295
46200000,1146,297
46400000,1347,298
46600000,1315,299
46800000,1125,300
47000000,1507,302
47200000,1357,303
47400000,1088,304
47600000,1335,306
47800000,1234,307
48000000,1242,308
48200000,1183,309
48400000,2229,311
48600000,1292,313
48800000,1246,314
49000000,1282,315
49200000,1469,317
49400000,1437,318
49600000,1258,319
49800000,1229,321
50000000,1126,322
50200000,1172,323
50400000,1173,324
50600000,1226,325
50800000,1221,327
51000000,1263,328
51200000,1250,329
51400000,1498,331
51600000,1481,332
51800000,1341,333
52000000,1416,335
52200000,1349,336
52400000,1402,338
52600000,1368,339
52800000,1275,340
53000000,1316,342
53200000,1353,343
53400000,1432,344
53600000,1764,346
53800000,1353,347
54000000,1332,349
54200000,1423,350
54400000,1326,352
54600000,1269,353
54800000,1280,354
55000000,1354,355
55200000,1376,357
55400000,1255,358
55600000,1428,360
55800000,1661,361
56000000,1138,362
56200000,1225,364
56400000,1153,365
56600000,1244,366
56800000,1135,367
57000000,1308,368
57200000,1286,370
57400000,1236,371
57600000,1146,372
57800000,1230,373
58000000,1784,375
58200000,1154,376
58400000,1258,377
58600000,1205,379
58800000,1300,380
59000000,1392,381
59200000,1218,383
59400000,1248,384
59600000,1216,385
59800000,1251,386
60000000,1223,388
60200000,1346,389
60400000,1234,390
60600000,1322,391
60800000,1276,393
61000000,1275,394
61200000,1238,395
61400000,1278,397
61600000,1177,398
61800000,1216,399
62000000,1170,400
62200000,1267,401
62400000,1554,403
62600000,1244,404
62800000,1148,405
63000000,1298,407
63200000,1181,408
63400000,1281,409
63600000,1248,410
63800000,1229,412
64000000,1229,413
64200000,3070,416
64400000,1605,417
64600000,1453,419
64800000,1229,420
65000000,1206,421
65200000,1101,422
65400000,1215,424
65600000,1231,425
65800000,1414,426
66000000,1211,427
66200000,1197,429
66400000,1256,430
66600000,1321,431
66800000,1250,433
67000000,1231,434
67200000,1263,435
67400000,1205,436
67600000,1192,437
67800000,1315,439
68000000,1158,440
68200000,1246,441
68400000,1325,442
68600000,1169,444
68800000,1565,445
69000000,1149,446
69200000,1200,448
69400000,1275,449
69600000,1155,450
69800000,1253,451
70000000,1185,452
70200000,1196,454
70400000,1168,455
70600000,1298,456
70800000,1254,457
71000000,1564,459
71200000,1225,460
71400000,1153,461
71600000,1281,463
71800000,1294,464
72000000,1215,465
72200000,1275,466
72400000,1222,468
72600000,1244,469
72800000,1341,470
73000000,1270,471
73200000,1922,473
73400000,1200,475
73600000,1177,476
73800000,1202,477
74000000,1162,478
74200000,1111,479
74400000,1550,481
74600000,1246,482
74800000,1436,483
75000000,1392,485
75200000,1338,486
75400000,1248,487
75600000,1392,489
75800000,1208,490
76000000,1455,491
76200000,1307,493
76400000,1277,494
76600000,1333,495
76800000,1105,496
77000000,1321,498
77200000,1233,499
77400000,1289,500
77600000,1665,502
77800000,1152,503
78000000,1235,504
78200000,1226,506
78400000,1270,507
78600000,1146,508
78800000,1214,509
79000000,1262,510
79200000,1298,512
79400000,1229,513
79600000,1504,515
79800000,1277,516
80000000,1189,517
80200000,1382,518
80400000,1285,520
80600000,1311,521
80800000,1193,522
81000000,1314,523
81200000,1210,525
81400000,1189,526
81600000,1178,527
81800000,1510,529
82000000,1298,530
82200000,1280,531
82400000,1361,532
82600000,1322,534
82800000,1301,535
83000000,1299,536
83200000,1280,538
83400000,1196,539
83600000,1246,540
83800000,1112,541
84000000,1782,543
84200000,1128,544
84400000,1222,545
84600000,1244,547
84800000,1242,548
85000000,1279,549
85200000,2306,551
85400000,1318,553
85600000,1254,554
85800000,1273,555
86000000,1267,557
86200000,1865,558
86400000,1121,560
86600000,1334,561
86800000,1284,562
87000000,1286,563
87200000,1169,565
87400000,1266,566
87600000,1404,567
87800000,1246,569
88000000,1351,570
88200000,1198,571
88400000,1169,572
88600000,1333,574
88800000,1335,575
89000000,1254,576
89200000,1186,577
89400000,1381,579
89600000,1379,580
89800000,1331,581
90000000,1233,583
90200000,1279,584
90400000,1378,585
90600000,1064,586
