50000 , 2503
100000 , 2441
150000 , 2374
200000 , 2385
250000 , 2422
300000 , 2439
350000 , 2445
400000 , 2415
450000 , 2439
500000 , 2435
550000 , 2419
600000 , 2404
650000 , 2493
700000 , 2487
750000 , 2436
800000 , 2435
850000 , 2450
900000 , 2407
950000 , 2495
1000000 , 2476
1050000 , 2462
1100000 , 2494
1150000 , 2505
1200000 , 2452
1250000 , 2624
1300000 , 2446
1350000 , 2678
1400000 , 2634
1450000 , 2541
1500000 , 2584
1550000 , 2688
1600000 , 2660
1650000 , 2618
1700000 , 2774
1750000 , 3328
1800000 , 3513
1850000 , 3102
1900000 , 2763
1950000 , 2772
2000000 , 2745
2050000 , 2828
2100000 , 2858
2150000 , 2883
2200000 , 2854
2250000 , 3383
2300000 , 3325
2350000 , 3394
2400000 , 3061
2450000 , 3347
2500000 , 3213
2550000 , 3306
2600000 , 3111
2650000 , 3148
2700000 , 3776
2750000 , 3041
2800000 , 3279
2850000 , 3480
2900000 , 3187
2950000 , 3218
3000000 , 3348
3050000 , 3331
3100000 , 3865
3150000 , 3489
3200000 , 3564
3250000 , 3454
3300000 , 3501
3350000 , 3311
3400000 , 3366
3450000 , 3403
3500000 , 3388
3550000 , 3281
3600000 , 3308
3650000 , 3257
3700000 , 3194
3750000 , 3562
3800000 , 3773
3850000 , 3322
3900000 , 3292
3950000 , 3305
4000000 , 3304
4050000 , 3283
4100000 , 3839
4150000 , 3373
4200000 , 3661
4250000 , 3319
4300000 , 3302
4350000 , 3434
4400000 , 3739
4450000 , 3442
4500000 , 3522
4550000 , 3429
4600000 , 3659
4650000 , 5229
4700000 , 4511
4750000 , 4303
4800000 , 3946
4850000 , 4527
4900000 , 4426
4950000 , 3636
5000000 , 4159
5050000 , 3712
5100000 , 4069
5150000 , 3576
5200000 , 3531
5250000 , 3747
5300000 , 3982
5350000 , 3569
5400000 , 3994
5450000 , 4480
5500000 , 3814
5550000 , 3747
5600000 , 4069
5650000 , 4233
5700000 , 5372
5750000 , 4222
5800000 , 4437
5850000 , 5291
5900000 , 4600
5950000 , 3842
6000000 , 4753
6050000 , 4951
6100000 , 3978
6150000 , 4563
6200000 , 4191
6250000 , 4679
6300000 , 4766
6350000 , 3703
6400000 , 5151
6450000 , 5587
6500000 , 4910
6550000 , 3920
6600000 , 5093
6650000 , 5460
6700000 , 5466
6750000 , 3912
6800000 , 5537
6850000 , 6464
6900000 , 6095
6950000 , 5046
7000000 , 7669
7050000 , 5790
7100000 , 4528
7150000 , 5977
7200000 , 6391
7250000 , 5653
7300000 , 6620
7350000 , 7018
7400000 , 5876
7450000 , 5562
7500000 , 6310
7550000 , 5691
7600000 , 5534
7650000 , 6421
7700000 , 5617
7750000 , 6108
7800000 , 6856
7850000 , 5872
7900000 , 5973
7950000 , 6908
8000000 , 4767
8050000 , 5318
8100000 , 6611
8150000 , 4833
8200000 , 6003
8250000 , 6802
8300000 , 6227
8350000 , 7603
8400000 , 4611
8450000 , 7142
8500000 , 7235
8550000 , 5945
8600000 , 6003
8650000 , 5561
8700000 , 6000
8750000 , 7646
8800000 , 6672
8850000 , 7589
8900000 , 5123
8950000 , 5476
9000000 , 6907
9050000 , 6872
9100000 , 9525
9150000 , 6533
9200000 , 6854
9250000 , 5704
9300000 , 7524
9350000 , 7030
9400000 , 6345
9450000 , 6997
9500000 , 6633
9550000 , 8383
9600000 , 5634
9650000 , 7692
9700000 , 6174
9750000 , 6670
9800000 , 7696
9850000 , 7525
9900000 , 8199
9950000 , 6173
10000000 , 7894
