200000,2028,2
400000,1900,3
600000,1876,5
800000,1793,7
1000000,1914,9
1200000,1953,11
1400000,1924,13
1600000,1906,15
1800000,1923,17
2000000,1885,19
2200000,2333,21
2400000,2138,23
2600000,1899,25
2800000,2017,27
3000000,1906,29
3200000,1941,31
3400000,2417,33
3600000,1627,35
3800000,1994,37
4000000,1953,39
4200000,2094,41
4400000,2050,43
4600000,1986,45
4800000,2282,47
5000000,2024,49
5200000,2301,52
5400000,1952,54
5600000,2009,56
5800000,2042,58
6000000,2038,60
6200000,2327,62
6400000,1881,64
6600000,1980,66
6800000,1919,68
7000000,1981,70
7200000,1918,72
7400000,2482,74
7600000,1804,76
7800000,1970,78
8000000,1951,80
8200000,2002,82
8400000,1923,84
8600000,2021,86
8800000,2254,88
9000000,1864,90
9200000,2903,93
9400000,1730,95
9600000,1944,96
9800000,1987,98
10000000,2142,101
10200000,2140,103
10400000,1912,105
10600000,2257,107
10800000,2140,109
11000000,2310,111
11200000,1981,113
11400000,2261,116
11600000,1991,118
11800000,1954,120
12000000,2078,122
12200000,2023,124
12400000,1994,126
12600000,1948,128
12800000,2110,130
13000000,1929,132
13200000,1952,134
13400000,1959,136
13600000,1957,137
13800000,2039,140
14000000,2003,142
14200000,2227,144
14400000,1808,146
14600000,1872,147
14800000,1867,149
15000000,1896,151
15200000,1906,153
15400000,2511,156
15600000,1860,157
15800000,1808,159
16000000,2020,161
16200000,1933,163
16400000,1836,165
16600000,1971,167
16800000,2314,169
17000000,1806,171
17200000,1821,173
17400000,1864,175
17600000,1829,177
17800000,1960,179
18000000,1932,181
18200000,2447,183
18400000,1871,185
18600000,1916,187
18800000,1866,189
19000000,1873,191
19200000,1734,192
19400000,2114,194
19600000,1869,196
19800000,1898,198
20000000,1905,200
20200000,1863,202
20400000,1897,204
20600000,1956,206
20800000,2531,208
21000000,1786,210
21200000,1761,212
21400000,2290,214
21600000,2012,216
21800000,2172,218
22000000,2065,220
22200000,2545,223
22400000,2255,225
22600000,1958,227
22800000,2033,229
23000000,2014,231
23200000,3300,234
23400000,2884,237
23600000,1833,239
23800000,1783,241
24000000,2859,244
24200000,1812,246
24400000,1681,247
24600000,1782,249
24800000,1445,251
25000000,1378,252

Threads: 4 Rows: 25000000 Time: 252479 Rows/sec: 99000
