200000,2109,2
400000,1490,3
600000,1597,5
800000,1430,6
1000000,1251,7
1200000,1149,9
1400000,1279,10
1600000,1401,11
1800000,1769,13
2000000,1664,15
2200000,1577,16
2400000,1591,18
2600000,2454,20
2800000,2108,22
3000000,1686,24
3200000,1737,26
3400000,1742,28
3600000,1646,29
3800000,1860,31
4000000,1600,33
4200000,1494,34
4400000,1570,36
4600000,1443,37
4800000,1487,39
5000000,1523,40
5200000,1402,42
5400000,1520,43
5600000,1511,45
5800000,1744,46
6000000,1588,48
6200000,1503,49
6400000,1645,51
6600000,1589,53
6800000,1854,55
7000000,1731,56
7200000,1550,58
7400000,1658,59
7600000,1655,61
7800000,1592,63
8000000,1608,64
8200000,1520,66
8400000,1519,67
8600000,1414,69
8800000,1549,70
9000000,1374,72
9200000,1481,73
9400000,1502,75
9600000,1500,76
9800000,1594,78
10000000,1370,79
10200000,1288,80
10400000,1247,82
10600000,1309,83
10800000,1183,84
11000000,1285,85
11200000,1311,87
11400000,1246,88
11600000,1310,89
11800000,1337,91
12000000,1261,92
12200000,1287,93
12400000,2368,96
12600000,1220,97
12800000,1266,98
13000000,1329,99
13200000,1400,101
13400000,1383,102
13600000,1324,103
13800000,1356,105
14000000,1420,106
14200000,1404,108
14400000,1372,109
14600000,1397,110
14800000,1384,112
15000000,1454,113
15200000,1584,115
15400000,1389,116
15600000,1416,118
15800000,1378,119
16000000,1244,120
16200000,1358,122
16400000,1385,123
16600000,1320,124
16800000,1334,126
17000000,1303,127
17200000,1240,128
17400000,1292,130
17600000,1272,131
17800000,1369,132
18000000,1240,133
18200000,1124,135
18400000,1194,136
18600000,1278,137
18800000,1284,138
19000000,1284,140
19200000,2297,142
19400000,1342,143
19600000,1302,145
19800000,1345,146
20000000,1343,147
20200000,1336,149
20400000,1627,150
20600000,1177,151
20800000,1257,153
21000000,1281,154
21200000,1274,155
21400000,1223,156
21600000,1242,158
21800000,1253,159
22000000,1196,160
22200000,1433,161
22400000,1291,163
22600000,1219,164
22800000,1243,165
23000000,1278,167
23200000,1293,168
23400000,1257,169
23600000,1285,170
23800000,1704,172
24000000,1215,173
24200000,1293,175
24400000,1261,176
24600000,1253,177
24800000,1319,178
25000000,1338,180
25200000,1362,181
25400000,1305,182
25600000,1287,184
25800000,1237,185
26000000,1224,186
26200000,1410,188
26400000,1405,189
26600000,1261,190
26800000,1346,192
27000000,1256,193
27200000,1254,194
27400000,1206,195
27600000,1707,197
27800000,1175,198
28000000,1266,199
28200000,1271,201
28400000,1360,202
28600000,1268,203
28800000,1272,205
29000000,1312,206
29200000,1291,207
29400000,1242,208
29600000,1607,210
29800000,1308,211
30000000,1395,213
30200000,1308,214
30400000,1266,215
30600000,1275,217
30800000,1216,218
31000000,1245,219
31200000,1322,220
31400000,1271,222
31600000,1285,223
31800000,1234,224
32000000,1360,226
32200000,1410,227
